people ID,Infect_Prob
6085,46.3
18081,46.428
6107,46.28
17900,45.768
18571,46.624
6297,46.288
6044,46.576
18715,46.272
6188,45.2
18191,46.288
6206,46.22
18565,64.08
18266,45.892
18377,46.224
5785,68.04
5832,69.26
5717,46.62
6191,45.784
17694,46.104
18482,46.492
5171,46.336
18003,46.312
5463,46.188
5342,58.724
5344,67.284
5588,45.68
18413,45.792
6175,64.6
18405,46.34
5471,66.732
5791,46.336
17996,45.428
18271,46.124
5271,45.48
5175,64.292
5899,46.332
18813,46.192
18398,46.212
18190,45.924
5525,45.28
18189,45.772
18802,46.26
17978,65.044
18640,46.2
18704,46.008
6082,45.804
18068,62.608
17950,64.056
6063,45.82
17726,46.24
5355,68.108
5924,45.544
18871,45.288
18843,45.352
18612,45.132
5107,45.892
18385,45.552
6252,46.136
5933,45.78
6013,46.132
5552,46.28
5592,45.632
18890,61.32
5578,46.216
6196,45.728
18107,62.92
5623,45.472
18046,46.132
18547,45.884
18349,59.012
5639,45.5
5650,45.82
18355,45.084
5963,45.236
6092,45.904
5170,45.232
18516,45.616
18774,45.372
5545,45.752
18262,45.108
5420,45.232
5693,45.552
19815,54.944
19553,50.092
19647,45.976
19222,54.208
19039,53.94
6986,53.588
19499,59.816
7457,48.28
20056,67.988
20138,55.556
7513,50.688
7056,48.42
19323,53.04
7374,65.412
7364,50.244
19277,55.348
19771,69.96
19933,46.548
7024,54.14
19206,61.924
7419,48.16
7390,47.676
6409,47.4
6893,47.404
18952,46.456
6685,46.432
19882,64.448
6468,45.572
7152,53.46
19973,58.54
6887,51.728
19072,51.188
18989,50.672
20076,50.964
6808,50.776
6998,50.436
6686,63.476
19792,48.124
6551,47.184
6523,50.964
7180,50.904
19444,50.24
6386,47.284
19876,47.24
7343,46.616
7098,55.336
19547,66.668
19170,54.732
18942,54.544
7402,55.148
6703,54.496
6589,53.748
19661,53.968
19224,60.472
19311,51.624
19720,62.92
7179,51.096
6987,66.372
6844,50.212
6524,50.74
20033,49.888
7322,47.064
6596,64.972
19437,46.12
19967,63.152
